ev_id,toa,tod,i_soc,d_soc,dos,max_battery_capacity,day,date,toa_hr,tod_hr,unique_ev
V517,2024-12-26 19:02:00,2024-12-27 09:23:00,21,80,0 days 14:21:00,85,3,2024-12-26,2024-12-26 19:00:00,2024-12-27 09:00:00,V517_2024-12-26
V518,2024-12-26 18:07:00,2024-12-27 08:10:00,41,80,0 days 14:03:00,81,3,2024-12-26,2024-12-26 18:00:00,2024-12-27 08:00:00,V518_2024-12-26
V519,2024-12-26 16:27:00,2024-12-27 13:20:00,40,80,0 days 20:53:00,73,3,2024-12-26,2024-12-26 16:00:00,2024-12-27 13:00:00,V519_2024-12-26
V520,2024-12-26 16:01:00,2024-12-27 01:25:00,53,80,0 days 09:24:00,67,3,2024-12-26,2024-12-26 16:00:00,2024-12-27 01:00:00,V520_2024-12-26
V521,2024-12-26 18:52:00,2024-12-27 07:13:00,30,80,0 days 12:21:00,99,3,2024-12-26,2024-12-26 18:00:00,2024-12-27 07:00:00,V521_2024-12-26
V522,2024-12-26 16:33:00,2024-12-27 01:53:00,34,80,0 days 09:20:00,55,3,2024-12-26,2024-12-26 16:00:00,2024-12-27 01:00:00,V522_2024-12-26
V523,2024-12-26 17:35:00,2024-12-27 11:05:00,34,80,0 days 17:30:00,51,3,2024-12-26,2024-12-26 17:00:00,2024-12-27 11:00:00,V523_2024-12-26
V524,2024-12-26 00:00:00,2024-12-26 13:06:00,18,80,0 days 13:06:00,96,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 13:00:00,V524_2024-12-26
V525,2024-12-26 00:00:00,2024-12-26 06:41:00,48,80,0 days 06:41:00,50,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 06:00:00,V525_2024-12-26
V526,2024-12-26 00:00:00,2024-12-26 02:08:00,60,80,0 days 02:08:00,45,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 02:00:00,V526_2024-12-26
V527,2024-12-26 00:00:00,2024-12-26 16:23:00,58,80,0 days 16:23:00,79,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 16:00:00,V527_2024-12-26
V528,2024-12-26 00:00:00,2024-12-26 09:21:00,12,80,0 days 09:21:00,53,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 09:00:00,V528_2024-12-26
V529,2024-12-26 00:00:00,2024-12-26 06:30:00,48,80,0 days 06:30:00,90,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 06:00:00,V529_2024-12-26
V530,2024-12-26 00:00:00,2024-12-26 13:44:00,36,80,0 days 13:44:00,52,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 13:00:00,V530_2024-12-26
V531,2024-12-26 00:10:00,2024-12-26 10:22:00,60,80,0 days 10:12:00,42,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 10:00:00,V531_2024-12-26
V532,2024-12-26 00:00:00,2024-12-26 04:42:00,26,80,0 days 04:42:00,82,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 04:00:00,V532_2024-12-26
V533,2024-12-26 00:00:00,2024-12-26 03:07:00,33,80,0 days 03:07:00,61,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 03:00:00,V533_2024-12-26
V534,2024-12-26 18:02:00,2024-12-27 22:02:00,37,80,1 days 04:00:00,50,3,2024-12-26,2024-12-26 18:00:00,2024-12-27 22:00:00,V534_2024-12-26
V535,2024-12-26 20:36:00,2024-12-28 00:36:00,15,80,1 days 04:00:00,40,3,2024-12-26,2024-12-26 20:00:00,2024-12-28 00:00:00,V535_2024-12-26
V536,2024-12-26 22:32:00,2024-12-28 02:31:00,47,80,1 days 03:59:00,59,3,2024-12-26,2024-12-26 22:00:00,2024-12-28 02:00:00,V536_2024-12-26
V537,2024-12-26 16:59:00,2024-12-27 06:59:00,35,80,0 days 14:00:00,69,3,2024-12-26,2024-12-26 16:00:00,2024-12-27 06:00:00,V537_2024-12-26
V538,2024-12-26 14:54:00,2024-12-27 04:54:00,39,80,0 days 14:00:00,42,3,2024-12-26,2024-12-26 14:00:00,2024-12-27 04:00:00,V538_2024-12-26
V539,2024-12-26 16:59:00,2024-12-27 06:59:00,29,80,0 days 14:00:00,61,3,2024-12-26,2024-12-26 16:00:00,2024-12-27 06:00:00,V539_2024-12-26
V540,2024-12-26 22:35:00,2024-12-28 02:33:00,53,80,1 days 03:58:00,59,3,2024-12-26,2024-12-26 22:00:00,2024-12-28 02:00:00,V540_2024-12-26
V541,2024-12-26 18:39:00,2024-12-27 08:38:00,47,80,0 days 13:59:00,67,3,2024-12-26,2024-12-26 18:00:00,2024-12-27 08:00:00,V541_2024-12-26
V542,2024-12-26 20:14:00,2024-12-27 10:17:00,60,80,0 days 14:03:00,72,3,2024-12-26,2024-12-26 20:00:00,2024-12-27 10:00:00,V542_2024-12-26
V543,2024-12-26 20:23:00,2024-12-28 00:22:00,35,80,1 days 03:59:00,86,3,2024-12-26,2024-12-26 20:00:00,2024-12-28 00:00:00,V543_2024-12-26
V544,2024-12-26 17:50:00,2024-12-27 21:50:00,13,80,1 days 04:00:00,49,3,2024-12-26,2024-12-26 17:00:00,2024-12-27 21:00:00,V544_2024-12-26
V545,2024-12-26 21:44:00,2024-12-27 11:42:00,48,80,0 days 13:58:00,41,3,2024-12-26,2024-12-26 21:00:00,2024-12-27 11:00:00,V545_2024-12-26
V546,2024-12-26 15:47:00,2024-12-27 19:47:00,12,80,1 days 04:00:00,68,3,2024-12-26,2024-12-26 15:00:00,2024-12-27 19:00:00,V546_2024-12-26
V547,2024-12-26 14:19:00,2024-12-27 18:18:00,22,80,1 days 03:59:00,68,3,2024-12-26,2024-12-26 14:00:00,2024-12-27 18:00:00,V547_2024-12-26
V548,2024-12-26 22:42:00,2024-12-27 12:41:00,59,80,0 days 13:59:00,79,3,2024-12-26,2024-12-26 22:00:00,2024-12-27 12:00:00,V548_2024-12-26
V549,2024-12-26 17:05:00,2024-12-27 21:03:00,26,80,1 days 03:58:00,52,3,2024-12-26,2024-12-26 17:00:00,2024-12-27 21:00:00,V549_2024-12-26
V550,2024-12-26 16:43:00,2024-12-27 06:42:00,32,80,0 days 13:59:00,59,3,2024-12-26,2024-12-26 16:00:00,2024-12-27 06:00:00,V550_2024-12-26
V551,2024-12-26 18:08:00,2024-12-27 08:07:00,21,80,0 days 13:59:00,99,3,2024-12-26,2024-12-26 18:00:00,2024-12-27 08:00:00,V551_2024-12-26
V552,2024-12-26 20:57:00,2024-12-27 10:56:00,27,80,0 days 13:59:00,41,3,2024-12-26,2024-12-26 20:00:00,2024-12-27 10:00:00,V552_2024-12-26
V553,2024-12-26 21:24:00,2024-12-28 01:26:00,34,80,1 days 04:02:00,39,3,2024-12-26,2024-12-26 21:00:00,2024-12-28 01:00:00,V553_2024-12-26
V554,2024-12-26 12:54:00,2024-12-27 16:53:00,28,80,1 days 03:59:00,83,3,2024-12-26,2024-12-26 12:00:00,2024-12-27 16:00:00,V554_2024-12-26
V555,2024-12-26 14:54:00,2024-12-27 04:53:00,50,80,0 days 13:59:00,76,3,2024-12-26,2024-12-26 14:00:00,2024-12-27 04:00:00,V555_2024-12-26
V556,2024-12-26 22:11:00,2024-12-28 02:12:00,57,80,1 days 04:01:00,56,3,2024-12-26,2024-12-26 22:00:00,2024-12-28 02:00:00,V556_2024-12-26
V557,2024-12-26 18:59:00,2024-12-27 08:57:00,45,80,0 days 13:58:00,61,3,2024-12-26,2024-12-26 18:00:00,2024-12-27 08:00:00,V557_2024-12-26
V558,2024-12-26 19:07:00,2024-12-27 23:06:00,12,80,1 days 03:59:00,58,3,2024-12-26,2024-12-26 19:00:00,2024-12-27 23:00:00,V558_2024-12-26
V559,2024-12-26 15:50:00,2024-12-27 05:50:00,49,80,0 days 14:00:00,47,3,2024-12-26,2024-12-26 15:00:00,2024-12-27 05:00:00,V559_2024-12-26
V560,2024-12-26 15:38:00,2024-12-27 19:38:00,57,80,1 days 04:00:00,40,3,2024-12-26,2024-12-26 15:00:00,2024-12-27 19:00:00,V560_2024-12-26
V561,2024-12-26 20:31:00,2024-12-27 10:30:00,50,80,0 days 13:59:00,73,3,2024-12-26,2024-12-26 20:00:00,2024-12-27 10:00:00,V561_2024-12-26
V562,2024-12-26 19:26:00,2024-12-27 09:25:00,25,80,0 days 13:59:00,48,3,2024-12-26,2024-12-26 19:00:00,2024-12-27 09:00:00,V562_2024-12-26
V563,2024-12-26 15:18:00,2024-12-27 19:19:00,43,80,1 days 04:01:00,67,3,2024-12-26,2024-12-26 15:00:00,2024-12-27 19:00:00,V563_2024-12-26
V564,2024-12-26 18:42:00,2024-12-27 22:42:00,29,80,1 days 04:00:00,53,3,2024-12-26,2024-12-26 18:00:00,2024-12-27 22:00:00,V564_2024-12-26
V565,2024-12-26 22:24:00,2024-12-27 12:22:00,55,80,0 days 13:58:00,62,3,2024-12-26,2024-12-26 22:00:00,2024-12-27 12:00:00,V565_2024-12-26
V566,2024-12-26 18:04:00,2024-12-27 22:03:00,18,80,1 days 03:59:00,62,3,2024-12-26,2024-12-26 18:00:00,2024-12-27 22:00:00,V566_2024-12-26
V567,2024-12-26 19:09:00,2024-12-27 23:09:00,34,80,1 days 04:00:00,89,3,2024-12-26,2024-12-26 19:00:00,2024-12-27 23:00:00,V567_2024-12-26
V568,2024-12-26 00:00:00,2024-12-26 23:05:00,15,80,0 days 23:05:00,71,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 23:00:00,V568_2024-12-26
V569,2024-12-26 00:00:00,2024-12-26 08:34:00,37,80,0 days 08:34:00,93,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 08:00:00,V569_2024-12-26
V570,2024-12-26 02:35:00,2024-12-26 16:33:00,58,80,0 days 13:58:00,68,3,2024-12-26,2024-12-26 02:00:00,2024-12-26 16:00:00,V570_2024-12-26
V571,2024-12-26 00:00:00,2024-12-26 05:39:00,33,80,0 days 05:39:00,76,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 05:00:00,V571_2024-12-26
V572,2024-12-26 01:43:00,2024-12-26 15:44:00,20,80,0 days 14:01:00,61,3,2024-12-26,2024-12-26 01:00:00,2024-12-26 15:00:00,V572_2024-12-26
V573,2024-12-26 00:00:00,2024-12-26 06:54:00,30,80,0 days 06:54:00,86,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 06:00:00,V573_2024-12-26
V574,2024-12-26 00:00:00,2024-12-26 21:36:00,56,80,0 days 21:36:00,75,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 21:00:00,V574_2024-12-26
V575,2024-12-26 00:00:00,2024-12-26 10:44:00,48,80,0 days 10:44:00,100,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 10:00:00,V575_2024-12-26
V576,2024-12-26 02:26:00,2024-12-26 16:27:00,56,80,0 days 14:01:00,84,3,2024-12-26,2024-12-26 02:00:00,2024-12-26 16:00:00,V576_2024-12-26
V577,2024-12-26 00:00:00,2024-12-27 02:29:00,19,80,1 days 02:29:00,92,3,2024-12-26,2024-12-26 00:00:00,2024-12-27 02:00:00,V577_2024-12-26
V578,2024-12-26 00:18:00,2024-12-26 14:19:00,52,80,0 days 14:01:00,88,3,2024-12-26,2024-12-26 00:00:00,2024-12-26 14:00:00,V578_2024-12-26
V1,2024-12-27 07:28:00,2024-12-27 17:13:00,41,80,0 days 09:45:00,64,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 17:00:00,V1_2024-12-27
V2,2024-12-27 07:30:00,2024-12-27 17:44:00,37,80,0 days 10:14:00,73,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 17:00:00,V2_2024-12-27
V3,2024-12-27 08:35:00,2024-12-27 17:42:00,58,80,0 days 09:07:00,48,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 17:00:00,V3_2024-12-27
V4,2024-12-27 09:51:00,2024-12-27 18:08:00,41,80,0 days 08:17:00,72,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 18:00:00,V4_2024-12-27
V5,2024-12-27 10:13:00,2024-12-27 19:39:00,27,80,0 days 09:26:00,44,4,2024-12-27,2024-12-27 10:00:00,2024-12-27 19:00:00,V5_2024-12-27
V6,2024-12-27 06:08:00,2024-12-27 13:49:00,47,80,0 days 07:41:00,74,4,2024-12-27,2024-12-27 06:00:00,2024-12-27 13:00:00,V6_2024-12-27
V7,2024-12-27 06:25:00,2024-12-27 15:08:00,25,80,0 days 08:43:00,70,4,2024-12-27,2024-12-27 06:00:00,2024-12-27 15:00:00,V7_2024-12-27
V8,2024-12-27 08:46:00,2024-12-27 16:57:00,53,80,0 days 08:11:00,44,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 16:00:00,V8_2024-12-27
V9,2024-12-27 09:24:00,2024-12-27 19:13:00,24,80,0 days 09:49:00,81,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 19:00:00,V9_2024-12-27
V10,2024-12-27 06:53:00,2024-12-27 17:22:00,35,80,0 days 10:29:00,45,4,2024-12-27,2024-12-27 06:00:00,2024-12-27 17:00:00,V10_2024-12-27
V11,2024-12-27 06:51:00,2024-12-27 16:17:00,29,80,0 days 09:26:00,59,4,2024-12-27,2024-12-27 06:00:00,2024-12-27 16:00:00,V11_2024-12-27
V12,2024-12-27 08:58:00,2024-12-27 16:17:00,46,80,0 days 07:19:00,43,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 16:00:00,V12_2024-12-27
V13,2024-12-27 08:48:00,2024-12-27 16:54:00,13,80,0 days 08:06:00,70,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 16:00:00,V13_2024-12-27
V14,2024-12-27 10:19:00,2024-12-27 19:32:00,45,80,0 days 09:13:00,67,4,2024-12-27,2024-12-27 10:00:00,2024-12-27 19:00:00,V14_2024-12-27
V15,2024-12-27 07:07:00,2024-12-27 16:13:00,34,80,0 days 09:06:00,63,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 16:00:00,V15_2024-12-27
V16,2024-12-27 07:18:00,2024-12-27 15:32:00,53,80,0 days 08:14:00,74,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 15:00:00,V16_2024-12-27
V17,2024-12-27 09:15:00,2024-12-27 18:14:00,13,80,0 days 08:59:00,84,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 18:00:00,V17_2024-12-27
V18,2024-12-27 08:18:00,2024-12-27 15:43:00,41,80,0 days 07:25:00,69,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 15:00:00,V18_2024-12-27
V19,2024-12-27 06:20:00,2024-12-27 15:15:00,25,80,0 days 08:55:00,89,4,2024-12-27,2024-12-27 06:00:00,2024-12-27 15:00:00,V19_2024-12-27
V20,2024-12-27 08:28:00,2024-12-27 15:00:00,52,80,0 days 06:32:00,92,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 15:00:00,V20_2024-12-27
V21,2024-12-27 08:00:00,2024-12-27 16:36:00,21,80,0 days 08:36:00,87,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 16:00:00,V21_2024-12-27
V22,2024-12-27 04:57:00,2024-12-27 13:28:00,38,80,0 days 08:31:00,47,4,2024-12-27,2024-12-27 04:00:00,2024-12-27 13:00:00,V22_2024-12-27
V23,2024-12-27 08:00:00,2024-12-27 17:10:00,41,80,0 days 09:10:00,66,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 17:00:00,V23_2024-12-27
V24,2024-12-27 08:53:00,2024-12-27 18:30:00,43,80,0 days 09:37:00,96,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 18:00:00,V24_2024-12-27
V25,2024-12-27 08:37:00,2024-12-27 16:24:00,58,80,0 days 07:47:00,100,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 16:00:00,V25_2024-12-27
V26,2024-12-27 06:18:00,2024-12-27 16:24:00,20,80,0 days 10:06:00,100,4,2024-12-27,2024-12-27 06:00:00,2024-12-27 16:00:00,V26_2024-12-27
V27,2024-12-27 07:49:00,2024-12-27 17:46:00,26,80,0 days 09:57:00,54,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 17:00:00,V27_2024-12-27
V28,2024-12-27 06:48:00,2024-12-27 16:48:00,52,80,0 days 10:00:00,72,4,2024-12-27,2024-12-27 06:00:00,2024-12-27 16:00:00,V28_2024-12-27
V29,2024-12-27 09:08:00,2024-12-27 17:13:00,27,80,0 days 08:05:00,45,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 17:00:00,V29_2024-12-27
V30,2024-12-27 08:04:00,2024-12-27 19:00:00,30,80,0 days 10:56:00,90,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 19:00:00,V30_2024-12-27
V31,2024-12-27 09:32:00,2024-12-27 17:49:00,16,80,0 days 08:17:00,76,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 17:00:00,V31_2024-12-27
V32,2024-12-27 08:27:00,2024-12-27 17:35:00,17,80,0 days 09:08:00,88,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 17:00:00,V32_2024-12-27
V33,2024-12-27 06:40:00,2024-12-27 16:08:00,22,80,0 days 09:28:00,64,4,2024-12-27,2024-12-27 06:00:00,2024-12-27 16:00:00,V33_2024-12-27
V34,2024-12-27 09:22:00,2024-12-27 19:00:00,21,80,0 days 09:38:00,85,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 19:00:00,V34_2024-12-27
V35,2024-12-27 07:48:00,2024-12-27 17:31:00,55,80,0 days 09:43:00,52,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 17:00:00,V35_2024-12-27
V36,2024-12-27 08:36:00,2024-12-27 19:02:00,32,80,0 days 10:26:00,51,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 19:00:00,V36_2024-12-27
V37,2024-12-27 05:44:00,2024-12-27 12:54:00,40,80,0 days 07:10:00,97,4,2024-12-27,2024-12-27 05:00:00,2024-12-27 12:00:00,V37_2024-12-27
V38,2024-12-27 07:59:00,2024-12-27 16:13:00,12,80,0 days 08:14:00,46,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 16:00:00,V38_2024-12-27
V39,2024-12-27 06:03:00,2024-12-27 16:01:00,33,80,0 days 09:58:00,77,4,2024-12-27,2024-12-27 06:00:00,2024-12-27 16:00:00,V39_2024-12-27
V40,2024-12-27 08:10:00,2024-12-27 18:57:00,25,80,0 days 10:47:00,75,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 18:00:00,V40_2024-12-27
V41,2024-12-27 06:08:00,2024-12-27 15:33:00,40,80,0 days 09:25:00,92,4,2024-12-27,2024-12-27 06:00:00,2024-12-27 15:00:00,V41_2024-12-27
V42,2024-12-27 08:45:00,2024-12-27 17:53:00,19,80,0 days 09:08:00,45,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 17:00:00,V42_2024-12-27
V43,2024-12-27 07:39:00,2024-12-27 14:53:00,18,80,0 days 07:14:00,97,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 14:00:00,V43_2024-12-27
V44,2024-12-27 08:42:00,2024-12-27 18:07:00,57,80,0 days 09:25:00,83,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 18:00:00,V44_2024-12-27
V45,2024-12-27 04:44:00,2024-12-27 13:48:00,20,80,0 days 09:04:00,74,4,2024-12-27,2024-12-27 04:00:00,2024-12-27 13:00:00,V45_2024-12-27
V46,2024-12-27 08:17:00,2024-12-27 18:11:00,30,80,0 days 09:54:00,75,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 18:00:00,V46_2024-12-27
V47,2024-12-27 08:32:00,2024-12-27 18:38:00,38,80,0 days 10:06:00,91,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 18:00:00,V47_2024-12-27
V48,2024-12-27 09:15:00,2024-12-27 17:49:00,15,80,0 days 08:34:00,98,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 17:00:00,V48_2024-12-27
V49,2024-12-27 09:27:00,2024-12-27 18:37:00,26,80,0 days 09:10:00,76,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 18:00:00,V49_2024-12-27
V50,2024-12-27 07:15:00,2024-12-27 17:01:00,50,80,0 days 09:46:00,93,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 17:00:00,V50_2024-12-27
V51,2024-12-27 07:43:00,2024-12-27 15:03:00,26,80,0 days 07:20:00,91,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 15:00:00,V51_2024-12-27
V52,2024-12-27 09:53:00,2024-12-27 18:42:00,19,80,0 days 08:49:00,82,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 18:00:00,V52_2024-12-27
V53,2024-12-27 07:54:00,2024-12-27 15:57:00,43,80,0 days 08:03:00,80,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 15:00:00,V53_2024-12-27
V54,2024-12-27 09:27:00,2024-12-27 19:31:00,16,80,0 days 10:04:00,93,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 19:00:00,V54_2024-12-27
V55,2024-12-27 09:11:00,2024-12-27 16:34:00,21,80,0 days 07:23:00,54,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 16:00:00,V55_2024-12-27
V56,2024-12-27 09:52:00,2024-12-27 19:29:00,20,80,0 days 09:37:00,100,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 19:00:00,V56_2024-12-27
V57,2024-12-27 06:50:00,2024-12-27 15:17:00,31,80,0 days 08:27:00,92,4,2024-12-27,2024-12-27 06:00:00,2024-12-27 15:00:00,V57_2024-12-27
V58,2024-12-27 07:27:00,2024-12-27 14:57:00,42,80,0 days 07:30:00,77,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 14:00:00,V58_2024-12-27
V59,2024-12-27 09:33:00,2024-12-27 18:50:00,22,80,0 days 09:17:00,42,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 18:00:00,V59_2024-12-27
V60,2024-12-27 09:04:00,2024-12-27 14:26:00,21,80,0 days 05:22:00,61,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 14:00:00,V60_2024-12-27
V61,2024-12-27 07:55:00,2024-12-27 14:24:00,16,80,0 days 06:29:00,52,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 14:00:00,V61_2024-12-27
V62,2024-12-27 09:36:00,2024-12-27 18:56:00,48,80,0 days 09:20:00,82,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 18:00:00,V62_2024-12-27
V63,2024-12-27 07:01:00,2024-12-27 14:40:00,51,80,0 days 07:39:00,57,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 14:00:00,V63_2024-12-27
V64,2024-12-27 08:00:00,2024-12-27 17:33:00,30,80,0 days 09:33:00,96,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 17:00:00,V64_2024-12-27
V65,2024-12-27 11:40:00,2024-12-27 19:33:00,10,80,0 days 07:53:00,97,4,2024-12-27,2024-12-27 11:00:00,2024-12-27 19:00:00,V65_2024-12-27
V66,2024-12-27 07:53:00,2024-12-27 17:46:00,39,80,0 days 09:53:00,69,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 17:00:00,V66_2024-12-27
V67,2024-12-27 09:33:00,2024-12-27 17:29:00,40,80,0 days 07:56:00,71,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 17:00:00,V67_2024-12-27
V68,2024-12-27 08:38:00,2024-12-27 15:09:00,22,80,0 days 06:31:00,87,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 15:00:00,V68_2024-12-27
V69,2024-12-27 10:27:00,2024-12-27 19:47:00,17,80,0 days 09:20:00,74,4,2024-12-27,2024-12-27 10:00:00,2024-12-27 19:00:00,V69_2024-12-27
V70,2024-12-27 07:20:00,2024-12-27 16:11:00,28,80,0 days 08:51:00,50,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 16:00:00,V70_2024-12-27
V71,2024-12-27 07:34:00,2024-12-27 14:22:00,23,80,0 days 06:48:00,82,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 14:00:00,V71_2024-12-27
V72,2024-12-27 09:02:00,2024-12-27 14:26:00,32,80,0 days 05:24:00,98,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 14:00:00,V72_2024-12-27
V73,2024-12-27 09:25:00,2024-12-27 16:16:00,13,80,0 days 06:51:00,95,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 16:00:00,V73_2024-12-27
V74,2024-12-27 08:58:00,2024-12-27 16:30:00,53,80,0 days 07:32:00,46,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 16:00:00,V74_2024-12-27
V75,2024-12-27 07:13:00,2024-12-27 15:47:00,12,80,0 days 08:34:00,78,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 15:00:00,V75_2024-12-27
V76,2024-12-27 10:26:00,2024-12-27 18:09:00,27,80,0 days 07:43:00,97,4,2024-12-27,2024-12-27 10:00:00,2024-12-27 18:00:00,V76_2024-12-27
V77,2024-12-27 08:59:00,2024-12-27 16:13:00,57,80,0 days 07:14:00,82,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 16:00:00,V77_2024-12-27
V78,2024-12-27 09:08:00,2024-12-27 16:36:00,48,80,0 days 07:28:00,92,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 16:00:00,V78_2024-12-27
V79,2024-12-27 08:17:00,2024-12-27 16:17:00,20,80,0 days 08:00:00,48,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 16:00:00,V79_2024-12-27
V80,2024-12-27 08:14:00,2024-12-27 16:47:00,37,80,0 days 08:33:00,89,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 16:00:00,V80_2024-12-27
V81,2024-12-27 08:23:00,2024-12-27 14:26:00,55,80,0 days 06:03:00,65,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 14:00:00,V81_2024-12-27
V82,2024-12-27 08:21:00,2024-12-27 17:10:00,21,80,0 days 08:49:00,74,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 17:00:00,V82_2024-12-27
V83,2024-12-27 09:07:00,2024-12-27 18:42:00,60,80,0 days 09:35:00,50,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 18:00:00,V83_2024-12-27
V84,2024-12-27 07:52:00,2024-12-27 16:44:00,38,80,0 days 08:52:00,98,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 16:00:00,V84_2024-12-27
V85,2024-12-27 10:04:00,2024-12-27 19:11:00,28,80,0 days 09:07:00,72,4,2024-12-27,2024-12-27 10:00:00,2024-12-27 19:00:00,V85_2024-12-27
V86,2024-12-27 09:00:00,2024-12-27 17:10:00,57,80,0 days 08:10:00,73,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 17:00:00,V86_2024-12-27
V87,2024-12-27 08:25:00,2024-12-27 17:19:00,12,80,0 days 08:54:00,96,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 17:00:00,V87_2024-12-27
V88,2024-12-27 07:47:00,2024-12-27 15:49:00,29,80,0 days 08:02:00,44,4,2024-12-27,2024-12-27 07:00:00,2024-12-27 15:00:00,V88_2024-12-27
V89,2024-12-27 11:01:00,2024-12-27 18:40:00,60,80,0 days 07:39:00,75,4,2024-12-27,2024-12-27 11:00:00,2024-12-27 18:00:00,V89_2024-12-27
V90,2024-12-27 09:17:00,2024-12-27 17:59:00,16,80,0 days 08:42:00,84,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 17:00:00,V90_2024-12-27
V91,2024-12-27 09:37:00,2024-12-27 15:43:00,59,80,0 days 06:06:00,64,4,2024-12-27,2024-12-27 09:00:00,2024-12-27 15:00:00,V91_2024-12-27
V92,2024-12-27 08:08:00,2024-12-27 17:16:00,45,80,0 days 09:08:00,47,4,2024-12-27,2024-12-27 08:00:00,2024-12-27 17:00:00,V92_2024-12-27
